X,Y,OBJECTID,address,business_name,business_type,precinct,greenlight_live_date,address_id,parcel_id,longitude,latitude
-83.2744529362801,42.4293445193626,511,23740 W 7 Mile Rd,7-Tel Party Store,Retail,8,2017/08/02 00:00:00+00,120015,22016805.002,-83.2744529362801,42.4293445193626
-83.1439685316451,42.4317747906407,512,7100 W 7 Mile Rd,State Farm,Services,12,2017/07/31 00:00:00+00,30578,16008836-7,-83.1439685316451,42.4317747906407
-82.952266999025,42.4169913728536,513,10542 Whittier St,Whittier Market,Retail,9,2017/07/28 00:00:00+00,317900,21072314-8,-82.952266999025,42.4169913728536
-83.0530692509097,42.3363268015192,514,114 W Adams Ave,Briggs Houze,Residential,3,2017/07/27 00:00:00+00,27207,02000380-1,-83.0530692509097,42.3363268015192
-83.2196955068885,42.329437146961,515,18430 Ford Rd,Wendy's,Retail,6,2017/07/26 00:00:00+00,215163,22000031-7,-83.2196955068885,42.329437146961
-83.0456964465069,42.4120518067013,516,5637 Charles St,Super X Liquor,Retail,11,2017/07/26 00:00:00+00,270952,13006912-3,-83.0456964465069,42.4120518067013
-82.9701812422036,42.4482894764952,517,15405 Gratiot Ave #500,Dollar Center,Retail,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,518,15405 Gratiot Ave #100,Little Caesar's Pizza,Retail,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,519,15405 Gratiot Ave #400,Tax Giant,Services,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,520,15405 Gratiot Ave #600,City Warehouse,Retail,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,521,15405 Gratiot Ave #250,Vacant,Retail,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,522,15405 Gratiot Ave #150,Advance America,Services,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,523,15405 Gratiot Ave #300,MetroPCS,Services,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-82.9701812422036,42.4482894764952,524,15405 Gratiot Ave #200,Game Stop,Retail,9,2017/07/24 00:00:00+00,351824,21029212.,-82.9701812422036,42.4482894764952
-83.0111945688232,42.3648483136124,525,7310 Mack Ave,Elbow Lounge,Services,7,2017/07/18 00:00:00+00,255185,17000323.,-83.0111945688232,42.3648483136124
-82.9644984063979,42.4159504119031,526,11002 Hayes St,Hayes Liquor Basket,Retail,9,2017/07/17 00:00:00+00,252135,21056408-10,-82.9644984063979,42.4159504119031
-82.9647276479863,42.4057057084313,527,9100 Chalmers St,Citgo Gas Station,Retail,9,2017/07/17 00:00:00+00,350343,21055483.,-82.9647276479863,42.4057057084313
-83.0575542861002,42.4335244397847,528,4607 E 7 Mile Rd,Pick A Snack Party Shoppe,Retail,11,2017/07/13 00:00:00+00,293053,13008515-6,-83.0575542861002,42.4335244397847
-83.1175041908027,42.3156670544578,529,6707 Dix St,Certified Alignment & Suspension,Services,4,2017/07/06 00:00:00+00,39530,18001430.,-83.1175041908027,42.3156670544578
-82.9755230145487,42.3641420355019,530,10736 E Jefferson Ave,BP,Retail,5,2017/06/29 00:00:00+00,338189,21000474-7,-82.9755230145487,42.3641420355019
-83.2173817065928,42.4008501234451,531,17776 Grand River Ave,BP,Retail,8,2017/06/28 00:00:00+00,147105,22008168-70,-83.2173817065928,42.4008501234451
-83.2175295810662,42.4000949372142,532,17785 Grand River Ave,Valero,Retail,8,2017/06/28 00:00:00+00,147113,22007220-4,-83.2175295810662,42.4000949372142
-83.2722383272563,42.4294907847278,533,23540 W 7 Mile Rd,Sunoco,Retail,8,2017/06/28 00:00:00+00,254946,22121130.,-83.2722383272563,42.4294907847278
-82.934064309797,42.4173756466391,534,17230 Harper Ave,Exxon,Retail,5,2017/06/22 00:00:00+00,333654,21003764-8,-82.934064309797,42.4173756466391
-83.1701331008875,42.4308215124921,535,10833 W 7 Mile Rd,Amoco,Retail,12,2017/06/21 00:00:00+00,15139,16008688.,-83.1701331008875,42.4308215124921
-83.063029581593,42.418418044325,536,3810 E McNichols Rd,Diamond Liquor,Retail,11,2017/06/20 00:00:00+00,270498,13007201-5,-83.063029581593,42.418418044325
-83.2004905178434,42.3589563114507,537,15750 Joy Rd,Fairlane Nursing Centre,Residential,6,2017/06/13 00:00:00+00,216974,22003044.001,-83.2004905178434,42.3589563114507
-83.2477953012659,42.4297376152804,538,20800 W 7 Mile Rd,Valero,Retail,8,2017/06/06 00:00:00+00,95738,22016878-83,-83.2477953012659,42.4297376152804
-83.2449253783296,42.4291030765085,539,20545 W 7 Mile Rd,Citgo,Retail,8,2017/06/02 00:00:00+00,103469,22016576-82,-83.2449253783296,42.4291030765085
-83.0539924657107,42.3449455264785,540,2915 John R St,The Carlton Lofts,Residential,3,2017/06/01 00:00:00+00,227296,01004059-61,-83.0539924657107,42.3449455264785
-83.1178936980062,42.3698735901949,541,3701 Joy Rd,Grand Liquor,Retail,10,2017/05/31 00:00:00+00,349101,,-83.1178936980062,42.3698735901949
-82.9902160353179,42.373563836091,542,10100 Mack Ave,Citgo,Retail,5,2017/05/30 00:00:00+00,343711,19000830.,-82.9902160353179,42.373563836091
-83.0824358231988,42.4332439263307,543,1901 E 7 Mile Rd,Sunoco,Retail,11,2017/05/30 00:00:00+00,291017,09007737.,-83.0824358231988,42.4332439263307
-83.159287662177,42.3773292390425,544,12050 Grand River Ave,Shell,Retail,2,2017/05/26 00:00:00+00,216483,16005060-4,-83.159287662177,42.3773292390425
-83.219586754812,42.3656638968556,545,18320 W Chicago St,Cody Liquor,Retail,6,2017/05/24 00:00:00+00,215529,22004279-90,-83.219586754812,42.3656638968556
-83.0237774564952,42.3401799892765,546,650 Chene St,Chene Liquor Shop,Retail,7,2017/05/22 00:00:00+00,348101,11000119-21,-83.0237774564952,42.3401799892765
-83.1574958206791,42.3596302287101,547,8820 Wyoming Ave,Citgo,Retail,2,2017/05/20 00:00:00+00,216208,18015934-7,-83.1574958206791,42.3596302287101
-82.9686320736706,42.4494546265445,548,14900 E 8 Mile Rd,Dunkin Donuts,Retail,9,2017/05/18 00:00:00+00,225343,21029216.,-82.9686320736706,42.4494546265445
-83.0240425264235,42.4394285740784,549,19638 Van Dyke St,Motown Cafe and Grill,Retail,11,2017/05/16 00:00:00+00,268181,17009911-3,-83.0240425264235,42.4394285740784
-83.1077299197166,42.4221081586042,550,17800 Woodward Ave,CDG Preferred Properties,Services,12,2017/05/12 00:00:00+00,323140,01009726.,-83.1077299197166,42.4221081586042
-83.1283604465822,42.366388979543,551,4924 Joy Rd,Chapel Hill Church,Services,10,2017/05/12 00:00:00+00,71072,14003395-9,-83.1283604465822,42.366388979543
-83.0243629210026,42.3649943733798,552,3785 Gratiot Ave,KFC #363,Retail,7,2019/05/31 00:00:00+00,407788,13001868.,-83.0243629210026,42.3649943733798
-83.0243649178755,42.3649793438636,553,3785 Gratiot Ave,KFC #363,Retail,7,2019/05/31 00:00:00+00,349122,,-83.0243649178755,42.3649793438636
-82.9651663310242,42.4050665103577,554,9041 Chalmers St,KFC,Retail,9,2019/05/31 00:00:00+00,232322,21055909.,-82.9651663310242,42.4050665103577
,,555,18610B Fenkell Ave,Oak Street Health,Services,8,2019/05/30 00:00:00+00,,,,
,,556,18610A Fenkell Ave,Humana,Services,8,2019/05/30 00:00:00+00,,,,
-83.2242594244046,42.4016379618819,557,18614 Fenkell Ave,Panda Chinese Restaurant,Retail,8,2019/05/30 00:00:00+00,123092,22007234.003L,-83.2242594244046,42.4016379618819
-83.2242594244046,42.4016379618819,558,18612 Fenkell Ave,Nail Zone,Services,8,2019/05/30 00:00:00+00,123091,22007234.003L,-83.2242594244046,42.4016379618819
-83.224255122988,42.4016652802723,559,18604 Fenkell Ave,Brand liquidation,Retail,8,2019/05/30 00:00:00+00,352576,22007234.003L,-83.224255122988,42.4016652802723
-83.2242594244046,42.4016379618819,560,18608 Fenkell Ave,Super Best Beauty Supply,Retail,8,2019/05/30 00:00:00+00,123090,22007234.003L,-83.2242594244046,42.4016379618819
-83.2242594244046,42.4016379618819,561,18606 Fenkell Ave,Hook Me Up Clothing Store,Retail,8,2019/05/30 00:00:00+00,123089,22007234.003L,-83.2242594244046,42.4016379618819
-83.2242594244046,42.4016379618819,562,18602 Fenkell Ave,Kidz Kingdom,Services,8,2019/05/30 00:00:00+00,123088,22007234.003L,-83.2242594244046,42.4016379618819
-83.2242594244046,42.4016379618819,563,18616 Fenkell Ave,La Kabob Grill,Retail,8,2019/05/30 00:00:00+00,123093,22007234.003L,-83.2242594244046,42.4016379618819
-83.2175369541089,42.4014957205054,564,17750 Fenkell Ave,KFC,Retail,8,2019/05/29 00:00:00+00,131946,22011319-20,-83.2175369541089,42.4014957205054
-83.0050702172544,42.3938872704155,565,9963 Gratiot Ave,Prince Liquor,Retail,7,2019/05/24 00:00:00+00,289640,19001735-6,-83.0050702172544,42.3938872704155
-83.1890858592947,42.4168493798216,566,14530 W McNichols Rd,Valero,Retail,12,2019/05/21 00:00:00+00,67632,22014009-15,-83.1890858592947,42.4168493798216
-83.2183237300263,42.4297655047533,567,17805 W 7 Mile Rd,Top Notch BBQ,Retail,8,2019/05/21 00:00:00+00,548093,22016327-8,-83.2183237300263,42.4297655047533
-83.2187801167532,42.4297604205172,568,17825 W 7 Mile Rd,Vacant,Services,8,2019/05/21 00:00:00+00,352398,22016332-5,-83.2187801167532,42.4297604205172
-83.2183237300263,42.4297655047533,569,17801 W 7 Mile Rd,Get Max Tax,Retail,8,2019/05/21 00:00:00+00,68657,22016327-8,-83.2183237300263,42.4297655047533
-83.2185468337914,42.4297622622844,570,17815 W 7 Mile Rd,Evolution Beauty Bar,Services,8,2019/05/21 00:00:00+00,547291,22016330-1,-83.2185468337914,42.4297622622844
-83.2183237300263,42.4297655047533,571,17805 W 7 Mile Rd,Top Notch BBQ,Retail,8,2019/05/21 00:00:00+00,547290,22016327-8,-83.2183237300263,42.4297655047533
-83.2185468337914,42.4297622622844,572,17815 W 7 Mile Rd,Evolution Beauty Bar,Services,8,2019/05/21 00:00:00+00,548196,22016330-1,-83.2185468337914,42.4297622622844
-83.2184262847112,42.4297638403214,573,17807 W 7 Mile Rd,Michigan Medical Application Center,Services,8,2019/05/21 00:00:00+00,68655,22016329.,-83.2184262847112,42.4297638403214
-83.138480767352,42.3693605125142,574,9848 Livernois Ave,KFC,Retail,10,2019/05/17 00:00:00+00,72317,16017360-6,-83.138480767352,42.3693605125142
-83.1286611765004,42.3766305648918,575,4241 Burlingame St,Oak Village Square Apartments,Residential,10,2019/05/10 00:00:00+00,75380,14007029.003,-83.1286611765004,42.3766305648918
-83.0234299504236,42.355004563384,576,3360 Charlevoix St,Franklin-Wright Settlements,Services,7,2019/05/03 00:00:00+00,316431,13001019.003L,-83.0234299504236,42.355004563384
-83.1195973651499,42.3887330001449,577,12619 Linwood St,Valero Gas / Cousins One Stop Market,Retail,10,2019/05/03 00:00:00+00,35406,10007595-601,-83.1195973651499,42.3887330001449
-82.9437323095859,42.4013594880562,578,15901 E Warren Ave,Nino’s Market,Retail,5,2019/04/24 00:00:00+00,257270,21002851.,-82.9437323095859,42.4013594880562
-83.2023578820393,42.3645495903989,579,9358 Rutherford St,Alexander Court Apartments,Residential,6,2019/04/24 00:00:00+00,201005,22055737.024L,-83.2023578820393,42.3645495903989
-83.1992769575234,42.4289456446126,580,18900 Greenfield Rd,Exxon,Retail,12,2019/04/24 00:00:00+00,68645,22050245-50,-83.1992769575234,42.4289456446126
-83.157780179457,42.3586660062571,581,8656 Wyoming St,Hometown Market,Retail,2,2019/04/15 00:00:00+00,350232,18005089-94,-83.157780179457,42.3586660062571
-83.1590444814322,42.3738220421934,582,10000 Plymouth Rd,Sunoco,Retail,2,2019/04/11 00:00:00+00,216447,18006706-7,-83.1590444814322,42.3738220421934
-83.1214944246496,42.4023927658544,583,2201 Fenkell St,Vedo Logistics,Services,10,2019/04/10 00:00:00+00,539175,08005024.003L,-83.1214944246496,42.4023927658544
-82.9689221042155,42.4036366288446,584,13929 Harper Ave,Metro - East Drug Treatment Corporation,Services,9,2019/04/10 00:00:00+00,247282,21004340-2,-82.9689221042155,42.4036366288446
-83.1202006417315,42.4100309960639,585,2041 Puritan St,Save Up Market,Retail,12,2019/04/10 00:00:00+00,30398,08005193.,-83.1202006417315,42.4100309960639
-83.086370480991,42.4397846556229,586,1720 E State Fair,Mt. Calvary Baptist Church,Services,11,2019/04/10 00:00:00+00,535694,09007876-83,-83.086370480991,42.4397846556229
-83.1508526839717,42.3291440611111,587,8919 Michigan Ave,Quality Market,Retail,4,2019/04/08 00:00:00+00,350315,20004589.,-83.1508526839717,42.3291440611111
-83.1589331254842,42.3955392926024,588,14508 Wyoming St,Super Coney Island,Retail,10,2019/04/05 00:00:00+00,85789,16037378.,-83.1589331254842,42.3955392926024
-83.0231375612485,42.4436118389113,589,4663 E Outer Dr,Conner Creek Senior Living 2,Residential,11,2019/04/01 00:00:00+00,266695,17016350.002,-83.0231375612485,42.4436118389113
-83.1331475375191,42.4169851908627,590,3205 W McNichols Rd,Stop and Go Deli # Two,Retail,12,2019/04/01 00:00:00+00,7339,12005606-8,-83.1331475375191,42.4169851908627
-82.9299407822792,42.405627274469,591,17040 E Warren Ave,Marathon,Retail,5,2019/03/28 00:00:00+00,322135,21002259-62,-82.9299407822792,42.405627274469
-82.9972486439948,42.3704404927847,592,8844 Mack Ave,Blue Light Market,Retail,7,2019/03/27 00:00:00+00,350290,19000870.,-82.9972486439948,42.3704404927847
-83.17573797312,42.4163524716107,593,13207 W McNichols Rd,JNB Market,Retail,12,2019/03/22 00:00:00+00,88911,22012763-5,-83.17573797312,42.4163524716107
-83.0084942626628,42.3582267777882,594,528 E Grand Blvd,Federation of Youth Services,Services,7,2019/03/20 00:00:00+00,331012,15007578-9,-83.0084942626628,42.3582267777882
-83.0896760894985,42.3240378651671,595,528 E Grand Blvd,Federation of Youth Services,Services,7,2019/03/20 00:00:00+00,241225,12009752.,-83.0896760894985,42.3240378651671
-83.1323017494388,42.331366477054,596,7100 Michigan Ave,Covenant Community Care,Services,4,2019/03/19 00:00:00+00,215344,18002409.,-83.1323017494388,42.331366477054
-83.1780418033891,42.3857490168361,597,13400 Schaefer Hwy,Metropolitan Church of God,Services,2,2019/03/15 00:00:00+00,215654,22029822-8,-83.1780418033891,42.3857490168361
-83.2128476217252,42.3801985971229,598,12635 Memorial St,Ramblewood Apartments,Residential,6,2019/03/12 00:00:00+00,544105,22067773-88,-83.2128476217252,42.3801985971229
-83.1997967493774,42.4441712607074,599,20500 Greenfield Rd,Shell,Retail,12,2019/03/08 00:00:00+00,17398,22050451.,-83.1997967493774,42.4441712607074
-83.1733500071155,42.4092617352898,600,13015 Puritan Ave,Aldewin Rose Construction,Services,12,2019/03/05 00:00:00+00,351103,22011962.,-83.1733500071155,42.4092617352898
-83.0226430081119,42.4428117764245,601,4661 E Outer Dr,Conner Creek Senior Living,Residential,11,2019/03/05 00:00:00+00,266694,17016350.001,-83.0226430081119,42.4428117764245
-83.1745138598457,42.4344292491642,602,4661 E Outer Dr,Conner Creek Senior Living,Residential,11,2019/03/05 00:00:00+00,26216,22125322.,-83.1745138598457,42.4344292491642
-83.1093798795779,42.4179977187368,603,410 W McNichols Rd,Dean's Party Store,Retail,12,2019/03/01 00:00:00+00,275718,02002666.,-83.1093798795779,42.4179977187368
,,604,20500 James Couzens Fwy,Cranbrook Motel,Residential,12,2019/02/28 00:00:00+00,,,,
-83.159215070941,42.3981120146117,605,14800 Wyoming Ave,Fosters Market,Retail,10,2019/02/22 00:00:00+00,84936,16037414-5,-83.159215070941,42.3981120146117
-83.2762076617216,42.4131062227044,606,16866 Telegraph Rd,Telegraph Apartment,Residential,8,2019/02/21 00:00:00+00,130951,22122524.,-83.2762076617216,42.4131062227044
-83.2762109830988,42.4138425921292,607,16920 Telegraph Rd,Telegraph Motel,Residential,8,2019/02/21 00:00:00+00,130922,22122526-9,-83.2762109830988,42.4138425921292
-83.0815521600512,42.3255841499374,608,1759 W 20th St,DSDT - A Detroit School for Digital Technology,Services,4,2019/02/18 00:00:00+00,241437,12007595-603,-83.0815521600512,42.3255841499374
-83.2157254609268,42.3993612008266,609,17631 Grand River Ave,Sam's Appliances,Retail,8,2019/02/14 00:00:00+00,352375,22007200-2,-83.2157254609268,42.3993612008266
-83.0043502168924,42.3500129825838,610,215 E Grand Blvd,Mustard Tree Co-op,Residential,7,2019/02/13 00:00:00+00,549345,15008109.,-83.0043502168924,42.3500129825838
-83.0043747799301,42.3500033221696,611,215 E Grand Blvd,Mustard Tree Co-op,Residential,7,2019/02/13 00:00:00+00,329019,15008109.,-83.0043747799301,42.3500033221696
-82.9366435067881,42.4032651853241,612,16450 E Warren Ave,Wine Basket,Retail,5,2019/02/12 00:00:00+00,458734,21002324.,-82.9366435067881,42.4032651853241
-82.9365429341458,42.4032636549617,613,16450 E Warren Ave,Wine Basket,Retail,5,2019/02/12 00:00:00+00,352085,21002325.,-82.9365429341458,42.4032636549617
-83.1618398083207,42.4452826089461,614,10001 W 8 Mile Rd,Shell,Retail,12,2019/02/08 00:00:00+00,19252,16009436-41,-83.1618398083207,42.4452826089461
-83.1996297058967,42.4438451149024,615,20490 Greenfield Rd,Crystal House Motel,Residential,12,2019/02/08 00:00:00+00,30552,22050441-50,-83.1996297058967,42.4438451149024
-83.0234728655681,42.4337324413913,616,19030 Van Dyke St,Citgo,Retail,11,2019/02/08 00:00:00+00,269473,17009858.,-83.0234728655681,42.4337324413913
-83.1413541816519,42.4210397013507,617,17521 Livernois Ave,Trade Winds,Retail,12,2019/02/08 00:00:00+00,10764,16017702-8,-83.1413541816519,42.4210397013507
-83.1872595847487,42.4021504125216,618,14444 Fenkell Ave,AMOCO,Retail,2,2019/02/06 00:00:00+00,139914,22011439-47,-83.1872595847487,42.4021504125216
-83.1261506794935,42.33145928279,619,6680 Michigan Ave,Garden Fresh Marketplace,Retail,4,2019/01/25 00:00:00+00,215352,18002443-5,-83.1261506794935,42.33145928279
-83.1286206305327,42.3649984084295,620,8990 Grand River Ave,Michigan Barber School,Services,10,2019/01/24 00:00:00+00,350333,14001587-8,-83.1286206305327,42.3649984084295
-83.2185893762222,42.4305220159551,621,17800 W 7 Mile Rd,Marathon,Retail,8,2019/01/23 00:00:00+00,347641,22072598-9,-83.2185893762222,42.4305220159551
-83.15025759824,42.3737340694206,622,10786 Grand River Ave,U & I 12,Retail,2,2019/01/18 00:00:00+00,350677,16005117-20,-83.15025759824,42.3737340694206
-83.0855026929415,42.3229668137451,623,3437 Bagley St,Xochi's Gift Shop,Retail,4,2019/01/17 00:00:00+00,349048,12000204.,-83.0855026929415,42.3229668137451
-83.1782248335689,42.401849883652,624,13501 Fenkell Ave,Fenkell Enterprises,Services,2,2019/01/16 00:00:00+00,511023,22010679.,-83.1782248335689,42.401849883652
-83.1650317375635,42.4315445986821,625,10340 W 7 Mile Rd,Child Star Development Center,Services,12,2019/01/15 00:00:00+00,27683,16008724-7,-83.1650317375635,42.4315445986821
-83.1968384920121,42.3452300785672,626,7285 Greenfield Rd,Tim Hortons,Retail,6,2019/01/14 00:00:00+00,349799,22051325-33,-83.1968384920121,42.3452300785672
-83.1966975165207,42.3450953957897,627,7285 Greenfield Rd,Tim Hortons,Retail,6,2019/01/14 00:00:00+00,510544,22051325-33,-83.1966975165207,42.3450953957897
,,628,"2835 Bagley St, Suite, 200",Secretary of State,Services,4,2019/01/09 00:00:00+00,,,,
-83.0812791204438,42.3241993859044,629,2835 Bagley St,Mexican Town Welcome Center,Services,4,2019/01/09 00:00:00+00,241269,12000180.,-83.0812791204438,42.3241993859044
,,630,"2835 Bagley St, Suite 100",DTE,Services,4,2019/01/09 00:00:00+00,,,,
,,631,"2835 Bagley St, Suite, 600",Mexican Town Latino Cultural Center,Services,4,2019/01/09 00:00:00+00,,,,
-83.0812791204438,42.3241993859044,632,2835 Bagley St,Mexican Town Welcome Center,Services,4,2019/01/09 00:00:00+00,542715,12000180.,-83.0812791204438,42.3241993859044
-83.1421315291187,42.4366595356557,633,19495 Livernois Ave,Three Thirteen,Retail,12,2019/01/08 00:00:00+00,352852,16017533-4,-83.1421315291187,42.4366595356557
-83.049912156403,42.3365419035751,634,1600 Woodward Ave,Grand Circus Park,Services,3,2018/12/31 00:00:00+00,254281,01004139.,-83.049912156403,42.3365419035751
-83.050439237915,42.3338398954849,635,232 W Grand River Ave,Louis Kamper Building,Residential,3,2018/12/31 00:00:00+00,543437,02000286.,-83.050439237915,42.3338398954849
-83.0502170965551,42.3321190398585,636,1114 Washington Blvd,The Westin Book Cadillac Detroit,Residential,3,2018/12/31 00:00:00+00,3766,02000259.001,-83.0502170965551,42.3321190398585
-83.0504498620201,42.33348228517,637,1258 Washington Blvd,Stevens Building,Residential,3,2018/12/31 00:00:00+00,31352,02000285.,-83.0504498620201,42.33348228517
-82.9803351865302,42.4491423598715,638,14010 E 8 Mile Rd,Frank's Auto Muffler,Services,9,2018/12/21 00:00:00+00,183592,21028214-9,-82.9803351865302,42.4491423598715
-82.9948355897258,42.3522208466308,639,8005 E Jefferson Ave,Sunoco,Retail,7,2018/12/21 00:00:00+00,329384,17000050.,-82.9948355897258,42.3522208466308
-83.1407935333069,42.4029588085877,640,6306 Fenkell Ave,Mobil,Retail,10,2018/12/20 00:00:00+00,90943,16007290-1,-83.1407935333069,42.4029588085877
-83.0416752148064,42.3752963589317,641,2021 W Grand Blvd,Mobil,Retail,10,2018/12/20 00:00:00+00,382170,11001874-955,-83.0416752148064,42.3752963589317
-83.1094911978836,42.3572343929411,642,2021 W Grand Blvd,Mobil,Retail,10,2018/12/20 00:00:00+00,347525,14008075-9,-83.1094911978836,42.3572343929411
-83.1396746591486,42.4024334299648,643,15230 Livernois Ave,BP,Retail,10,2018/12/20 00:00:00+00,11019,12013170.,-83.1396746591486,42.4024334299648
-83.1727209183195,42.4314501731051,644,12840 E 7 Mile Rd,Shorty's Liquor Store,Retail,9,2018/12/19 00:00:00+00,26641,22017463.,-83.1727209183195,42.4314501731051
-82.9926543947202,42.4344980631602,645,12840 E 7 Mile Rd,Shorty's Liquor Store,Retail,9,2018/12/19 00:00:00+00,225589,21020828-9,-82.9926543947202,42.4344980631602
-82.9580095362307,42.4289971396744,646,18077 Kelly Rd,Liquor Captain,Retail,9,2018/12/18 00:00:00+00,97617,21057310-8,-82.9580095362307,42.4289971396744
-83.1040153482809,42.3167295144496,647,5811 W Vernor Hwy,99 Plus Express,Retail,4,2018/12/18 00:00:00+00,349534,16000675.,-83.1040153482809,42.3167295144496
-83.199249935192,42.4308397932742,648,15444 W 7 Mile Rd,Mobil,Retail,12,2018/12/12 00:00:00+00,67695,22017263.,-83.199249935192,42.4308397932742
-83.0725453078627,42.446824627819,649,3000 E 8 Mile Rd,Sunoco,Retail,11,2018/12/06 00:00:00+00,299727,13009215-20,-83.0725453078627,42.446824627819
-83.0767432453986,42.3748125573164,650,8055 Woodward Ave,New Center Super Market,Retail,3,2018/12/05 00:00:00+00,341273,02001723.,-83.0767432453986,42.3748125573164
-83.0970044117642,42.3726087318107,651,8671 Rosa Parks Blvd,BeBe Nails Spa & Lash,,10,2018/12/04 00:00:00+00,350234,08007959-66,-83.0970044117642,42.3726087318107
-83.0981224180277,42.3720265686064,652,8677 Rosa Parks Blvd,Fu Lin,Retail,10,2018/12/04 00:00:00+00,59349,08007959-66,-83.0981224180277,42.3720265686064
-83.0981224180277,42.3720265686064,653,8679 Rosa Parks Blvd,Lee Beauty Supply,Retail,10,2018/12/04 00:00:00+00,59350,08007959-66,-83.0981224180277,42.3720265686064
-83.0981224180277,42.3720265686064,654,8665 Rosa Parks Blvd,Family Foods Super Store,Retail,10,2018/12/04 00:00:00+00,59347,08007959-66,-83.0981224180277,42.3720265686064
-83.0524121414812,42.3346072499522,655,415 Clifford St,Philip Houze,Residential,3,2018/12/03 00:00:00+00,8751,02000318-21,-83.0524121414812,42.3346072499522
-83.1045443292639,42.3677660496916,656,8406 Linwood St,Citgo,Retail,10,2018/11/30 00:00:00+00,350157,10007428.007,-83.1045443292639,42.3677660496916
-83.2366993901442,42.4435723220995,657,19645 W 8 Mile Rd,Alpha Automotive,Services,8,2018/11/29 00:00:00+00,352907,22018970-6,-83.2366993901442,42.4435723220995
-83.0628004100723,42.3824860092482,658,1500 E Euclid St,L & W Engineering Co.,Services,3,2018/11/28 00:00:00+00,283525,07002093-7,-83.0628004100723,42.3824860092482
-83.0916562013894,42.3723156539108,659,1500 E Euclid St,L & W Engineering Co.,Services,3,2018/11/28 00:00:00+00,59213,06001886.,-83.0916562013894,42.3723156539108
-82.9561047107048,42.3986326128378,660,5201 Alter Rd,Royal Skateland,Services,5,2018/11/27 00:00:00+00,349419,21061249.,-82.9561047107048,42.3986326128378
,,661,20441 James Couzens Fwy,Andy’s Market,Retail,8,2018/11/21 00:00:00+00,,,,
-83.0543876597575,42.419025157761,662,4821 E McNichols Rd,Sunshine Treatment Institute,Services,11,2018/11/21 00:00:00+00,276595,13007276.,-83.0543876597575,42.419025157761
-83.1409112886584,42.4084626217063,663,15875 Livernois Ave,Marco's Car Wash,Services,12,2018/11/21 00:00:00+00,90516,16017841-57,-83.1409112886584,42.4084626217063
-83.2228856704204,42.4438112886458,664,18321 W 8 Mile Rd,Citgo,Retail,8,2018/11/16 00:00:00+00,97090,22018895-907,-83.2228856704204,42.4438112886458
-83.1403812455857,42.3970658348063,665,14595 Livernois Ave,Detroit Tire and Auto,Services,10,2018/11/16 00:00:00+00,85975,16017959-66,-83.1403812455857,42.3970658348063
-83.0442895490173,42.438240850562,666,19457 Mound Rd,Diamond Dot Liquor Shoppe,Retail,11,2018/11/16 00:00:00+00,299433,13013095-100,-83.0442895490173,42.438240850562
-83.178143461665,42.4314145906539,667,13344 W 7 Mile Rd,7 Mile Kennedy Liquor,Retail,12,2018/11/14 00:00:00+00,347639,22017435-6,-83.178143461665,42.4314145906539
-82.9878400451474,42.4346177760888,668,13344 W 7 Mile Rd,7 Mile Kennedy Liquor,Retail,12,2018/11/14 00:00:00+00,495009,21020799.,-82.9878400451474,42.4346177760888
-83.0504104483269,42.3355949456179,669,1 Park Ave,David Whitney Building,Residential,3,2018/11/12 00:00:00+00,15396,02001867.,-83.0504104483269,42.3355949456179
-83.1397334222566,42.3815660087923,670,12603 Livernois Ave,Wearmaster,Services,10,2018/11/12 00:00:00+00,76959,16018094-100,-83.1397334222566,42.3815660087923
-83.2310551164688,42.386658214951,671,19300 Schoolcraft,Schoolcraft Liquor,Retail,8,2018/11/09 00:00:00+00,147844,22009609-10,-83.2310551164688,42.386658214951
-82.9972109971948,42.4487829653969,672,12510 E 8 Mile Rd,MnM Motel,Residential,9,2018/11/09 00:00:00+00,161940,21028375-87,-82.9972109971948,42.4487829653969
-82.9748822992853,42.4384615266971,673,14540 Gratiot Ave,Detroit Goodyear Supercenter,Services,9,2018/11/08 00:00:00+00,144102,21028541.002L,-82.9748822992853,42.4384615266971
-82.9948942508751,42.3917551859136,674,5680 French Rd,Mobil,Retail,5,2018/11/07 00:00:00+00,294787,21040220-5,-82.9948942508751,42.3917551859136
-83.0145609537556,42.3796175058563,675,8031 Gratiot Ave,Sunoco,Retail,7,2018/11/07 00:00:00+00,79609,17000692-3,-83.0145609537556,42.3796175058563
